164.149,118.471,14035.429,180.976,111.175,12486.576,184.848,109.496,11989.506,166.578,117.626,13835.981,187.5009,108.038,11672.274,152.382,121.75,14823.144,185.329,109.234,11932.254,1
164.67,118.906,14834.345,182.567,112.528,12075.329,173.79,114.779,13174.416,169.37,116.616,13599.293,191.998,105.294,11086.977,150.781,122.097,14907.821,190.742,106.064,11249.695,1
122.223,124.73,15558.109,153.7168,121.4939,14760.645,193.539,91.638,8513.617,148.838,122.439,14991.5,173.489,114.962,13216.398,145.849,123.047,15140.633,171.513,115.826,13415.749,0
171.517,115.794,13397.892,160.0121,117.486,13789.959,176.48,113.59,12904.307,164.812,118.217,13975.32,181.375,111.312,12390.497,143.746,123.332,15210.8,178.866,112.541,12665.556,0
192.513,104.93,11018.477,182.899,110.549,1221.227,167.53,117.206,13737.346,161.188,119.303,14233.298,190.048,106.47,11336.012,150.275,122.157,14922.4,182.658,110.644,12242.14,0
148.658,122.409,14984.027,162.411,119.01,14163.39,168.24,116.973,13682.769,168.735,116.796,13641.464,169.215,116.62,13601.502,146.666,122.855,15093.408,184.916,109.417,11972.175,0
205.543,92.75,8375.345,164.63,118.318,13999.253,174.076,114.648,13144.37,162.045,119.106,14186.363,176.19,113.769,12943.59,163.268,118.697,14089.163,167.215,117.365,13774.754,0
147.933,122.54,15016.752,167.799,117.097,13711.862,168.242,116.972,13682.464,162.34,119.03,14168.33,169.117,116.663,13610.289,145.744,123.013,15132.406,170.875,115.957,13446.117,0
178.109,112.88,12743.301,166.518,117.664,13844.985,174.311,114.579,13128.467,157.181,120.512,14523.352,190.514,106.213,11281.202,159.131,120.033,14408.16,203.399,97.117,9431.903,0
210.398,91.075,8294.751,170.436,113.225,12819.912,174.311,114.578,13128.467,157.181,120.512,14523.352,191.768,105.433,11116.208,159.131,120.033,14408.16,186.306,108.695,11814.684,0
175.517,105.794,8397.89,180.45,110.345,12067.456,198.537,93.68,8988.517,161.443,119.227,14215.227,181.357,111.321,12392.517,143.3524,123.379,15222.501,178.866,112.541,12665.556,0
148.5739,122.43,14989.122,162.237,119.066,14176.738,168.24,116.973,13682.769,169.968,116.321,13530.77,169.121,116.661,13610.009,156.623,120.637,14553.486,170.215,116.216,13506.204,0
178.228,112.79,12723.221,162.341,119.023,14166.479,168.24,116.973,13682.769,168.735,116.796,13641.464,171.37,115.789,13407.284,146.666,122.855,15093.408,170.962,115.928,13439.371,0
166.909,117.438,13791.899,166.901,117.508,13808.244,167.539,117.202,13736.418,162.252,118.986,14157.769,173.458,114.941,13211.5,150.29,122.152,14921.26,182.696,110.618,12236.403,0
182.687,110.629,12238.819,163.819,118.587,14061.561,174.315,114.577,13128.071,157.181,120.512,14523.352,217.307,84.108,7074.192,159.1311,120.033,14408.16,187.202,108.194,11706.09,0
167.105,117.369,13775.692,162.003,119.056,14174.461,167.539,117.202,13736.374,162.258,118.981,14156.514,173.511,114.919,13206.381,150.311,122.149,14920.408,182.913,110.504,12211.288,0
190.192,105.931,1098.892,182.899,110.5496,12221.227,190.534,90.56,8786.111,167.658,117.216,13739.809,181.357,111.321,12392.517,159.043,119.961,14390.714,178.866,112.541,12665.556,0
207.9061,93.314,8707.638,183.001,110.506,12211.61,191.631,93.86,8395.186,164.745,118.239,13980.67,183.771,110.07,12115.475,143.706,123.335,15211.591,178.843,112.553,12668.384,0
178.514,98.23,9324.387,182.897,110.55,12222.202,191.538,96.45,8947.45,164.745,118.239,13980.67,181.27,111.365,12402.164,143.706,123.335,15211.591,196.651,102.199,10444.651,0
175.76,105.845,10284.835,182.899,110.549,12221.145,189.54,95.124,8975.25,164.745,118.239,13980.67,203.654,96.916,9392.831,143.7065,123.335,15211.591,178.906,112.515,12659.684,0
178.14,90.301,10267.801,163.074,119.385,14734.064,185.56,98.46,8964.45,164.745,118.239,13980.67,181.389,111.304,12388.756,143.706,123.335,15211.591,179.1095,112.42,12638.305,0
188.157,107.607,11579.398,178.481,109.384,13296.283,174.07,114.653,13145.35,162.061,119.102,14185.386,177.678,113.09,12789.415,163.36,118.666,14081.796,170.35,116.193,13500.935,0
211.567,90.56,8590.567,164.77,118.275,13989.121,174.657,114.653,13148.35,162.061,119.102,14185.386,177.678,113.09,12789.415,163.36,118.666,14081.796,191.449,105.627,11157.234,0
182.867,110.548,12220.96,167.831,119.284,14840.184,174.564,114.65,13148.56,162.061,119.102,14185.386,194.761,103.457,10703.465,163.36,118.666,14081.796,167.472,117.277,13754.125,0
161.001,119.424,14262.28,160.43,119.589,14301.689,170.78,119.345,13867.45,162.061,119.102,14185.386,176.199,113.765,12942.6147,163.36,118.666,14081.796,167.766,117.165,13727.782,0
157.97,120.29,14469.684,177.631,113.137,12800.104,174.306,115.56,13129.014,157.157,120.518,14524.764,191.733,105.455,11120.823,159.1569,120.026,14406.467,218.703,82.552,6814.917,0
210.347,91.121,8303.129,172.033,115.563,13354.908,167.538,117.203,13736.57,161.326,119.262,14223.491,191.539,105.549,11140.73,150.292,122.151,14920.967,182.612,110.666,12247.153,0
196.44,102.298,10464.967,177.812,113.006,12770.438,176.678,113.89,13982.9,157.157,120.518,14524.764,191.733,105.455,11120.823,159.1569,120.026,14406.467,186.626,108.514,11775.477,0
210.844,90.658,8218.937,170.866,115.216,13274.786,164.89,118.856,13452.78,157.157,120.518,14524.764,190.511,106.214,11281.554,159.1569,120.026,14406.467,203.744,96.843,9378.614,0
205.843,95.217,9345.387,166.842,117.528,13812.97,167.672,117.203,13725.678,161.326,119.262,14223.491,190.09,106.444,11330.509,150.2921,122.151,14920.967,193.822,104.062,10829.093,0
